"CMTE_ID","AMNDT_IND","RPT_YR","RPT_TP","IMAGE_NUM","LINE_NUM","FORM_TP_CD","SCHED_TP_CD","NAME","CITY","STATE","ZIP_CODE","TRANSACTION_DT","TRANSACTION_AMT","TRANSACTION_PGI","PURPOSE","CATEGORY","CATEGORY_DESC","MEMO_CD","MEMO_TEXT","ENTITY_TP","SUB_ID","FILE_NUM","TRAN_ID","BACK_REF_TRAN_ID"
"C00540500","N","2015","Q2","201507160200191691","17","F3","SB","UBER TECHNOLOGIES, INC.","SAN FRANCISCO","CA","941051611","04/17/2015","10.27","P","TRAVEL","","","X","[MEMO ITEM]","","2073020151248076558","1018678","SB0729151691284",""
"C00285254","N","2015","Q2","201507159000177198","17","F3","SB","DONEHUE DIRECT / PUSH DIGITAL","COLUMBIA","SC","292027431","06/15/2015","100.71","P","DOMAIN RENEWAL","","","","","ORG","4071620151247292313","1015324","B6E63F7879BAF4AE58BB",""
"C00044776","A","2015","M2","15950823104","21B","F3X","SB","AT&T","DALLAS","TX","75202","01/30/2015","76.01","","MCILLWAIN REIMBURSEMENT:MOBILE PHONE EXPENSE","","","X","","ORG","4022320151239103723","995285","SB21B.14341",""
"C00259481","N","2015","M7","201507209000284134","21B","F3X","SB","HARRAH'S AC HOTEL LODGING","ATLANTIC CITY","NJ","084011985","06/17/2015","356.31","","LODGING","","","X","*","ORG","4072020151247536429","1016612","VNH179ZD2J2","VNH179ZD1Z2"
"C00574418","N","2015","Q2","201507109000082014","21B","F3X","SB","AMERICAN AIRLINES","FORT WORTH","TX","761552605","06/10/2015","436.2","","TRAVEL","","","","","ORG","4071320151246980983","1013393","VPEN59Y5S84",""
"C00458976","N","2015","Q1","15951172731","17","F3","SB","AT&T","ALBANY","GA","31701","01/20/2015","54","P","INTERNET SERVICE","001","Administrative/Salary/Overhead Expenses","","","ORG","4041620151241945484","1004200","D606843",""
"C00498568","N","2015","Q2","201507149000107505","17","F3","SB","FIRST BANK MERCHANT SERVICES","FORT LAUDERDALE","FL","33340","04/03/2015","265.07","P","MERCHANT FEES","","","","","ORG","4071420151247034467","1014048","D568319",""
"C00431353","N","2015","Q1","15020150185","17","F3","SB","SALSA LABS","DETROIT","MI","482674358","01/04/2015","2550","P","DATABASE","","","","","","2050420151242415250","1006333","SB0504150185161",""
"C00040857","A","2015","M3","201507169000244977","21B","F3X","SB","SOBIESKI, JODI","WATERFORD","MI","48342","02/07/2015","120","","VOUCHER PRIZE PAYOUTS","","","","","IND","4071620151247315996","1015861","D508655",""
"C00374058","N","2015","Q1","15970336309","17","F3","SB","CHASE BANK","NEW YORK","NY","100172014","02/02/2015","25","P","BANK FEES","","","","","ORG","4041320151241799308","1002063","D565856",""
"C00575795","N","2015","Q2","201507159000217751","23","F3P","SB","YEKUTIEL, EMANUEL","NEW YORK","NY","101855256","05/29/2015","60","P","PHONE","","","","","IND","4071720151247457475","1015585","D3880",""
"C00575795","N","2015","Q2","201507159000217896","23","F3P","SB","MUELLER, ELIZABETH","NEW YORK","NY","101855256","04/30/2015","30","P","PHONE","","","","","IND","4071720151247457908","1015585","D1022",""
"C00026757","N","2015","Q1","15970349612","17","F3","SB","FACEBOOK, INC.","MENLO PARK","CA","94025","02/19/2015","38.17","","ONLINE MEDIA ADVERTISING","001","Administrative/Salary/Overhead Expenses","X","CREDIT CARD PAYEE, SEE SCHEDULE D AMERICAN EXPRESS","ORG","4041520151241890978","1003456","17-10141-P","D10-3010-W"
"C00354332","N","2015","M7","201507209000347863","21B","F3X","SB","IANNUCCI, DARLENE","CLINTON TWP","MI","48038","06/12/2015","500","","BINGO PRIZE","","","","","IND","4072120151247612822","1017050","SB21B.67774",""
"C00558486","A","2015","Q2","201507309000458801","17","F3","SB","HAMILTON DC","WASHINGTON","DC","20005","03/23/2015","236.08","P","AMERICAN EXPRESS 04/30 PAYMENT: MEETING EXPENSE:MEALS","","","X","","ORG","4073020151248065882","1019011","SB17.16014",""
"C00547240","N","2015","Q2","201507159000201972","17","F3","SB","SHARED OFFICES","BOSTON","MA","02116","04/03/2015","349","","RENT","","","","","ORG","4071620151247300817","1015545","17-04-00127-00141",""
"C00399196","N","2015","M5","15970700619","21B","F3X","SB","CAREY INTERNATIONAL","FREDERICK","MD","21703","04/22/2015","1028.43","","TRAVEL EXPENSES","","","X","","ORG","4051820151243747370","1007761","SB21B.4366.0","SB21B.4366"
"C00575043","N","2015","Q2","201507159000237494","17","F3","SB","MBA CONSULTING GROUP","WASHINGTON","DC","200034303","04/24/2015","2000","P","COMPLIANCE SERVICES","","","","","ORG","4071620151247311079","1015732","VPECT9XFCT0",""
"C00441014","N","2015","Q2","201507159000148163","17","F3","SB","VIRGINIA STATE CORPORATION COMMISSION","RICHMOND","VA","23219","04/22/2015","100","P","FILING FEE","001","Administrative/Salary/Overhead Expenses","","FILING FEE","ORG","4071520151247146196","1015040","SB17-EX3145",""
"C00571372","A","2015","MY","201507319000473332","21B","F3X","SB","NETJETS INC.","COLUMBUS","OH","43219","04/03/2015","2003.7","","AIR TRAVEL","","","X","","ORG","4073120151248140974","1019371","SB21B.I723","SB21B.I27"
"C00003418","N","2015","M5","15951418987","21B","F3X","SB","REDA, AZARIAS M","WASHINGTON","DC","20003","04/15/2015","4737.27","","PAYROLL","","","","","IND","4060120151243995757","1008792","2015M05L21PA00140",""
"C00435370","N","2015","Q1","15951170171","17","F3","SB","WELLS FARGO                   IX","LOS ANGELES","CA","900540349","01/14/2015","750","P","CREDIT CARD DEBT PAYMENT","","","","","ORG","4041620151241944407","1004093","D522074",""
"C00025254","N","2015","M5","15951398210","21B","F3X","SB","MATTHEW LEAVITT","MINNEAPOLIS","MN","55405","04/03/2015","135.86","P","PAYROLL","","","","","ORG","4051920151243802325","1008171","D573442",""
"C00376673","N","2015","Q1","15951173764","17","F3","SB","ADVANCE BUSINESS SYSTEMS","BALTIMORE","MD","212759319","03/08/2015","5","P","OFFICE EQUIPMENT","","","X","","ORG","4042020151242090440","1004220","D623227","D623240"
"C00193433","N","2015","M2","15970269199","21B","F3X","SB","SUNSHINE SACHS","NEW YORK","NY","10016","01/21/2015","5000","","CONSULTING FUNDRAISING","","","","","ORG","4021920151239072915","993863","SB21B-246120",""
"C00257337","N","2015","Q1","15951156272","17","F3","SB","MARYLAND UNEMPLOYMENT INSURANCE FUND","BALTIMORE","MD","21297","01/15/2015","130","P","UNEMPLOYMENT INSURANCE","001","Administrative/Salary/Overhead Expenses","","","ORG","4041620151241936825","1003652","EXPB13394",""
"C00025254","N","2015","M6","15951485756","21B","F3X","SB","ADAM CARR","LAKEVILLE","MN","55044","05/15/2015","1376.54","","PAYROLL","","","","","ORG","4061720151245762539","1010684","D575230",""
"C00384479","N","2015","M2","15950820317","21B","F3X","SB","DOMINION ELEVATOR INSPECTION S","ALEXANDRIA","VA","22306","01/22/2015","410","","ELEVATOR EXPENSE","","","","","ORG","4022420151239165334","995111","SB21B-6904",""
"C00193433","N","2015","M2","15970269121","21B","F3X","SB","WHITE, KRISTIN","FAIRFAX","VA","22039","01/15/2015","999.12","","SALARIES","","","","","IND","4021920151239072680","993863","SB21B-246241",""
"C00166710","N","2015","M7","201507209000291069","21B","F3X","SB","AMERICAN EXPRESS MERCHANT SERVICES","PHOENIX","AZ","850723852","06/05/2015","164.86","","MERCHANT FEES","","","","","ORG","4072020151247537650","1016697","21B-40-08360-17156",""
"C00358952","N","2015","Q1","15970348954","17","F3","SB","PAYCHEX","FAIRFAX","VA","220314642","01/21/2015","920.1","P","PAYROLL TAXES","","","","","ORG","4042020151242081252","1003396","D428544",""
"C00458000","N","2015","MY","201507299000449487","21B","F3X","SB","KEITH ROUDA","LOUISVILLE","KY","40241","02/13/2015","165","","RENT STIPEND","","","","","ORG","4073020151248057924","1018840","D466210",""
"C00136457","N","2015","M5","15951424235","21B","F3X","SB","HARVARD PILGRIM HEALTH CARE","MANCHESTER","NH","031012548","04/29/2015","1665.98","","HEALTH INSURANCE","","","","","ORG","4052220151243895553","1008862","B0987D8E067C24F0BA45",""
"C00309567","N","2015","MY","201507309000457170","21B","F3X","SB","OLD HWY 34 GAS & GRILL","DANVILLE","IA","52623","05/01/2015",".01","","GAS (SEE AMERICAN EXPRESS)","","","X","","ORG","4073020151248063314","1018983","SB21B1642",""
"C00550145","N","2015","Q2","201507159000183536","17","F3","SB","RITCHIE, JASON","ISSAQUAH","WA","980270097","06/22/2015","164.25","P","FEDEX OFFICE - COPIES","","","","* IN-KIND RECEIVED","CAN","4071620151247296731","1015427","VPF6FE5K1Y6I","VPF6FE5K1Y6"
"C00392688","N","2015","Q1","15970346181","17","F3","SB","SEI RESTAURANT","WASHINGTON","DC","200042207","01/11/2015","238.7","P","FOOD/BEVERAGE","003","Solicitation and Fundraising Expenses","X","","ORG","4041520151241886713","1003213","B21916A38554E42009D8","B9F4FF751BBEC4A958E7"
"C00393348","N","2015","Q2","201507159000125788","17","F3","SB","FEDERAL EXPRESS","ADDISON","TX","750013308","04/02/2015","49.89","P","MAILING EXPENSE","001","Administrative/Salary/Overhead Expenses","X","","ORG","4071520151247132073","1014637","BB062997833D641A4AA1","B2E34D0FD895C48ED816"
"C00488304","N","2015","MY","201507319000474727","21B","F3X","SB","BASECAMP","CHICAGO","IL","60607","05/11/2015","20","","DUES & SUBSCRIPTIONS","","","X","","ORG","4073120151248141933","1019397","SB21B.240A","SB21B.240"
"C00308676","N","2015","Q2","201507200200212173","17","F3","SB","THE ASHMEAD GROUP","WASHINGTON","DC","200163180","04/04/2015","5000","P","FUNDRAISING CONSULTANT","003","Solicitation and Fundraising Expenses","","","","2073120151248170913","1019053","SB07301521731522",""
"C00010603","N","2015","M4","15951205389","21B","F3X","SB","ZENDESK","SAN FRANCISCO","CA","94103","03/18/2015","199.34","","INTERNET","","","X","MEMO ENTRY","ORG","4042320151242255060","1005384","SB21B-280618-270000","SB21B-280618"
"C00460899","N","2015","Q1","15970349152","17","F3","SB","LIBERTY CONCEPTS, INC.","BOSTON","MA","021341637","03/04/2015","250","P","WEBSITE MAINTENANCE","001","Administrative/Salary/Overhead Expenses","","","ORG","4041620151241934065","1003421","VN7D39YGQN8",""
"C00203521","N","2015","Q2","201507150200184256","17","F3","SB","US BANK","MILWAUKEE","WI","53202","06/12/2015","14","G","BANK CHARGES","","","","","","2073020151248075646","1018660","SB07291542566",""
"C00309567","N","2015","MY","201507309000457155","21B","F3X","SB","FRED MEYER","SEATTLE","WA","98125","05/05/2015",".04","","OFFICE SUPPLIES (SEE AMERICAN EXPRESS)","","","X","","ORG","4073020151248063269","1018983","SB21B1597",""
"C00327023","N","2015","Q2","201507159000136221","17","F3","SB","ADP","ELK GROVE VILLAGE","IL","60007","06/05/2015","97.98","","PAYROLL PROCESSING","","","","","ORG","4071520151247139889","1014845","SB17.9661",""
"C00348607","A","2015","12S","15951448409","21B","F3X","SB","UPS STORE","NEW YORK","NY","10016","04/09/2015","48.67","","POSTAGE","001","Administrative/Salary/Overhead Expenses","X","","ORG","4060220151244002235","1009484","D564584","D564580"
"C00574418","N","2015","Q2","201507109000082015","21B","F3X","SB","AMERICAN AIRLINES","FORT WORTH","TX","761552605","06/11/2015","88.1","","TRAVEL","","","","","ORG","4071320151246980987","1013393","VPEN59Z1XP2",""
"C00430462","A","2015","Q1","15020173455","17","F3","SB","FIRST CHOICE COFFE","SPRINGFIELD","VA","22153","02/23/2015","94.82","","","","","","","","1071720150017649608","1011810","SB062915345562",""
"C00010603","N","2015","M7","201507209000310786","21B","F3X","SB","AMERICAN EXPRESS","FT. LAUDERDALE","FL","333360001","06/17/2015","37386.74","","INTERNET ADVERTISING","","","","SEE ATTACHED MEMO ENTRY","ORG","4072220151247706046","1016926","SB21B-282925",""
"C00016444","N","2015","MY","201507069000057469","21B","F3X","SB","KENTUCKY MEDICAL ASSOCIATION (KMA)","LOUISVILLE","KY","40222","02/15/2015","3393.84","P","REIMBURSEMENT FOR SHIPPING, LAPEL PINS, BOARD MEETING EXPENSES","001","Administrative/Salary/Overhead Expenses","","","ORG","4070620151245989914","1012365","SB21B.6004",""
"C00458463","N","2015","Q1","15020134375","17","F3","SB","COMPLETE CAMPAIGNS","SAN DIEGO","CA","921231880","02/02/2015","720","P","CREDIT CARD PROCESSING FEES","001","Administrative/Salary/Overhead Expenses","","","","2042820151242336970","1005924","SB04281543751857",""
"C00578757","N","2015","Q2","201507159000236126","23","F3P","SB","SCE&G","COLUMBIA","SC","292023255","05/14/2015","113.79","","UTILITIES","","","","","ORG","4071620151247310279","1015713","SB23.1451",""
"C00311878","N","2015","MY","201507299000446369","21B","F3X","SB","BANK OF AMERICA N.A.","CONCORD","CA","94520","06/30/2015","368.93","O","BANK SERVICE CHARGE","001","Administrative/Salary/Overhead Expenses","","","ORG","4073020151248056756","1018799","B578606",""
"C00573428","N","2015","12S","15951233868","17","F3","SB","WILLIAMS, MARY CATES","RIPLEY","MS","38663","04/02/2015","2000","S","CAMPAIGN STRATEGY","001","Administrative/Salary/Overhead Expenses","","","IND","4050120151242379852","1006210","SB17.4634",""
"C00358952","N","2015","Q2","201507159000220369","17","F3","SB","AMAZON.COM","SEATTLE","WA","981095210","06/18/2015","113.82","P","GIFTS FOR DONORS","","","X","*","ORG","4071620151247304056","1015593","VPEN19Z2JF9","VPEN19Z2HW9"
"C00075820","N","2015","M6","15951513735","21B","F3X","SB","GROSS, JOSIAH","WASHINGTON","DC","20003","05/29/2015","1528.13","","PAYROLL","","","","","IND","4062220151245913943","1011406","SB21-0.043396",""
"C00308676","N","2015","Q2","201507200200212200","17","F3","SB","ALASKA AIR","SEATTLE","WA","981240948","06/25/2015","235.1","P","AIRFARE","002","Travel Expenses","X","[MEMO ITEM] * 06/25/15 CREDIT CARD PAYMENT","","2073120151248170996","1019053","SB07301522001605",""
"C00572339","N","2015","Q1","15951173684","17","F3","SB","WESTIN DC CITY CENTER","WASHINGTON","DC","200052704","02/05/2015","227.86","P","TRAVEL","","","X","*","ORG","4041720151242014329","1004219","VPEDF9V3PD3",""
"C00317503","N","2015","Q2","201507160200198783","17","F3","SB","BETTERS, PAM","CODY","WY","824144903","05/04/2015","75","","PAYROLL/ACCOUNTING SERVICES","","","","","IND","2073020151248077764","1018703","SB0729158783162",""
"C00325993","N","2015","M3","15970295950","21B","F3X","SB","VICKI COX","ANNANDALE","VA","22003","02/03/2015","2000","","CONSULTING-FUNDRAISING","","","","CONSULTING-FUNDRAISING","ORG","4031120151240622539","996489","50219.E2408",""
"C00075820","N","2015","M4","15951207440","21B","F3X","SB","BAR AMERICAIN","NEW YORK","NY","10019","03/11/2015","294.97","","FOOD/BEVERAGES","","","X","","ORG","4042220151242187004","1005423","SBCCUV1.900061","SB21-0.042461"
"C00397737","N","2015","Q1","15951172348","17","F3","SB","AT&T","PHOENIX","AZ","850628522","03/24/2015","881.32","","PHONE BILL","","","","","ORG","4041720151242013558","1004191","SB17.I8360",""
"C00579458","N","2015","Q2","201507159000161796","23","F3P","SB","OMNI HOTELS","DALLAS","TX","75219","06/18/2015","2100","P","LODGING","","","X","","ORG","4071520151247147478","1015075","SB23.1834","SB23.49"
"C00573519","N","2015","Q2","201507159000193089","23","F3P","SB","PINE LAKE WILDLIFE CLUB","ELDORA","IA","50627","06/19/2015","150","","FACILITY RENTAL","","","","","ORG","4071720151247455943","1015509","SB23.10172",""
"C00215905","N","2015","Q1","15970361793","17","F3","SB","OFFICE MAX","EUGENE","OR","974023552","03/12/2015","176.98","P","OFFICE SUPPLIES","001","Administrative/Salary/Overhead Expenses","","","ORG","4042020151242088924","1004088","D664003",""
"C00540443","N","2015","MY","201507319000471526","21B","F3X","SB","AMERICAN AIRLINES","FORT WORTH","TX","761552605","04/21/2015","12.5","","TRAVEL/ACCOMMODATIONS/MEALS","","","X","","ORG","4073120151248140280","1019361","D573710","D574469"
"C00384693","N","2015","Q2","201507200200213540","17","F3","SB","FSP ONE OVERTON PARK, LLC","BOSTON","MA","022845086","06/03/2015","723.77","P","OFFICE RENT","","","","","","2073120151248171186","1019054","SB07301535401291",""
"C00431478","N","2015","MY","201507159000181929","21B","F3X","SB","HOTELS.COM","DALLAS","TX","752312228","06/16/2015","161.16","","LODGING","","","","","ORG","4071620151247295248","1015406","D670402",""
"C00040857","A","2015","M3","201507169000244552","21B","F3X","SB","ADVANCE NOVELTY COMPANY","LIVONIA","MI","481523661","02/26/2015","319.06","","5155* + ELECTRONIC BINGO UNIT RENTAL","","","","","ORG","4071620151247314721","1015861","D500587",""
"C00161810","A","2015","M2","15951468034","21B","F3X","SB","LUCERO, REBECA","CHAPARRAL","NM","88081","01/16/2015","-18.66","","VOIDED - SEE REISSUE SAME DAY","","","","","IND","4061220151245698604","1010271","21B-37-00894-01574",""
"C00401190","N","2015","Q1","15951106256","17","F3","SB","NORTH CAROLINA DEMOCRATIC PARTY","RALEIGH","NC","27603","02/10/2015","2500","P","VOTER FILE ACCESS","","","","","ORG","4040320151241671307","1001011","D500387",""
"C00009845","N","2015","MY","201507309000468540","21B","F3X","SB","DOYLE PRINTING","HYATTSVILLE","MD","207851503","02/03/2015","1250.8","G","BRUNCH INVITATION AND LETTERHEAD","","","","","ORG","4073120151248139215","1019303","D426825",""
"C00462861","N","2015","Q2","201507159000162987","17","F3","SB","FEDEX OFFICE","CONCORD","NH","033017404","06/18/2015","13.44","P","POSTAGE","","","","","ORG","4071620151247283872","1015089","VPECN9YXQ84",""
"C00031088","N","2015","M3","15950888132","21B","F3X","SB","PIRYX","SAN FRANCISCO","CA","941053718","02/14/2015","5.76","","CREDIT CARD PROCESSING FEE","","","","","ORG","4032020151240895289","998861","BBC04C248F80D4E6E962",""
"C00546358","N","2015","Q1","15951164764","17","F3","SB","BORUM & ASSOCIATES INC","GREENSBORO","NC","274154215","02/06/2015","500","P","RENT","","","","","ORG","4041720151242010435","1003951","VPECE9PAX61",""
"C00420935","N","2015","Q2","201507159000186585","17","F3","SB","1-800-FLOWERS.COM, INC.","CARLE PLACE","NY","11514","04/16/2015","225.71","P","GIFTS & MEMENTOS","006","Campaign Materials","X","SUBITEMIZATION OF CARDMEMBER SERVICE(04/16/15)","ORG","4071620151247298198","1015486","B-S-5659",""
"C00354332","A","2015","M3","15951393609","21B","F3X","SB","FORNASIERO, MARY ANN","BLOOMFIELD HILLS","MI","48304","02/27/2015","150","","BINGO PRIZE","","","","","IND","4051920151243798923","1008042","SB21B.65309",""
"C00311043","N","2015","Q1","15970361027","17","F3","SB","CHASE INK","PALATINE","IL","600944014","02/09/2015","16539.55","P","VARIOUS - SEE CREDIT CARD CHARGES","","","","","ORG","4042020151242088569","1004026","BE0C37BC266594E0FB6D",""
"C00459255","N","2015","Q2","201507109000078060","17","F3","SB","ARISTOTLE INTERNATIONAL","WASHINGTON","DC","200031164","04/03/2015","700","P","COMPLIANCE SOFTWARE","001","Administrative/Salary/Overhead Expenses","","","ORG","4071020151246189840","1013205","B-E-20310",""
"C00573519","N","2015","Q2","201507159000193012","23","F3P","SB","DESERT CAB","LAS VEGAS","NV","89135","06/08/2015","21.61","","TRAVEL","","","X","","ORG","4071720151247455710","1015509","SB23CCUV.10080","SB23.10137"
"C00075820","N","2015","M6","15951513719","21B","F3X","SB","SOUTHWEST PUBLISHING AND MAILING","TOPEKA","KS","666091481","05/27/2015","9139.32","","PRINTING","","","","","ORG","4062220151245913894","1011406","SB21-0.043310",""
"C00437889","N","2015","Q2","201507160200196869","17","F3","SB","AT&T MOBILITY","DALLAS","TX","752024295","06/02/2015","332.64","P","PHONE SERVICE","","","","","","2073020151248077558","1018697","SB0729156869107",""
"C00000935","N","2015","M7","201507209000344071","21B","F3X","SB","TELEFLORACOM PICKS RCV","LOS ANGELES","CA","90064","05/12/2015","140.94","","GENERIC CMTE. SUPPLIES","","","X","MEMO ENTRY","ORG","4072220151247708998","1017029","SB21B-935630-20000","SB21B-935630"
"C00570960","N","2015","Q2","201507150200188313","17","F3","SB","NAMES IN THE NEWS","OAKLAND","CA","946121425","04/27/2015","3000","P","DIRECT MAILING","","","","","","2072420151247922738","1017888","SB0724158313625",""
"C00003418","A","2015","M6","201507239000359303","21B","F3X","SB","KIRSTIN HOPKINS INC","DALLAS","TX","75205","05/16/2015","1002","","FUNDRAISING SERVICES","","","","CONVENTION ACCOUNT","ORG","4072320151247881984","1017428","2015M06L2100257",""
"C00040857","A","2015","M4","201507169000245571","21B","F3X","SB","HUGHES, MONTERESA","DETROIT","MI","482132074","03/16/2015","150","","VOUCHER PRIZE PAYOUTS","","","","","IND","4071620151247316687","1015865","D510831",""
"C00350785","N","2015","Q2","201507200200214173","17","F3","SB","STRIPE","SAN FRANCISCO","CA","941102043","05/12/2015","1318.8","","CC TRANSACTION FEES","","","","","","2073120151248171430","1019055","SB07301541731325",""
"C00000935","N","2015","M6","15971236895","21B","F3X","SB","AMERICAN AIRLINES","FORT WORTH","TX","76155","04/27/2015","23.95","","TRAVEL","002","Travel Expenses","X","MEMO ENTRY","ORG","4062220151245909385","1011359","SB21B-934920-20000","SB21B-934920"
"C00271312","N","2015","Q2","201507159000126331","17","F3","SB","WINPISINGER & ASSOCIATES, INC.","GAITHERSBURG","MD","208785808","04/08/2015","1508.33","P","ADMINISTRATIVE SERVICES/COMPLIANCE","","","","","ORG","4071520151247132506","1014656","VN7AA9YN0R0",""
"C00201533","N","2015","Q1","15020163100","17","F3","SB","US POSTAL SERVICE WASHINGTON DC","WASHINGTON","DC","200034418","01/06/2015","15.65","P","POSTAGE","","","X","[MEMO ITEM]","","2050720151243666796","1006763","SB050615310019",""
"C00572057","A","2015","Q2","201507229000355510","17","F3","SB","CIRCLE K","CLAYPOOL","AZ","85532","05/11/2015","61.7","P","IN-KIND:KIEHNE-TRAVEL:FUEL","","","X","","ORG","4072320151247881105","1017338","SB17.4361",""
"C00461046","N","2015","Q2","201507150200184213","17","F3","SB","CHRISTY, COLLEEN","BERWYN","PA","193122532","04/16/2015","262.29","P","EXPENSE REIMBURSEMENT- SEE MEMOS","","","","","IND","2072420151247921160","1017549","SB07231542133123",""
"C00000935","N","2015","M7","201507209000344126","21B","F3X","SB","SOUTHWEST AIRLINES","DALLAS","TX","75235","05/07/2015","577","","TRAVEL","002","Travel Expenses","X","MEMO ENTRY","ORG","4072220151247709163","1017029","SB21B-935611-10000","SB21B-935611"
"C00540732","N","2015","Q2","201507160200192094","17","F3","SB","FOLEY & LARDNER POLITICAL FUND, INC.","WASHINGTON","DC","200075124","06/11/2015","373.18","P","ROOM RENTAL","","","","IN-KIND RECEIVED","","2072920151248021549","1018358","SB0728152094984",""
"C00190934","N","2015","M6","15951511839","21B","F3X","SB","RUSSELL, DONNA L. MS.","OKLAHOMA CITY","OK","73189","05/20/2015","55.74","","MEALS","","","","","IND","4062220151245913079","1011374","D261715",""
"C00010603","N","2015","M4","15951205472","21B","F3X","SB","ADP, INC.","LOUISVILLE","KY","402901007","03/31/2015","19842.03","","401K PAYABLE","","","","","ORG","4042320151242255308","1005384","SB21B-280860",""
"C00308676","N","2015","Q2","201507200200212185","17","F3","SB","WILKE COMMUNICATIONS","MONKTON","MD","211111504","05/05/2015","55271","P","DIRECT MAIL","003","Solicitation and Fundraising Expenses","","","","2073120151248170951","1019053","SB07301521851560",""
"C00068353","N","2015","Q1","15020146651","17","F3","SB","DWYER, CAROLYN K MS","ESSEX JUNCTION","VT","05452","03/17/2015","107","P","MILEAGE","","","","","IND","2043020151242369949","1006071","SB04291566512541",""
"C00420760","N","2015","Q2","201507160200195690","17","F3","SB","ACTBLUE TECHNICAL SERVICES","SOMERVILLE","MA","021443132","06/07/2015","21.54","P","CREDIT CARD PROCESSING FEES","","","","","","2073020151248077351","1018693","SB0729155690153",""
"C00575795","N","2015","Q2","201507159000218340","23","F3P","SB","ISLAM, NABILAH AISHAH","NEW YORK","NY","101855256","06/30/2015","60","P","PHONE","001","Administrative/Salary/Overhead Expenses","","","IND","4071720151247459241","1015585","D6656",""
"C00541888","N","2015","Q1","15951162144","17","F3","SB","GODADDY.COM","SCOTTSDALE","AZ","852606993","01/05/2015","15.88","","WEBSITE EXPENSE","","","X","*","ORG","4042020151242086444","1003852","VPEEP9TSRH9","VPEEP9TSPK2"
"C00437566","N","2015","MY","201507209000300870","21B","F3X","SB","BANK OF AMERICA","PORTLAND","ME","04101","04/15/2015","84.98","","ACCOUNT ANALYSIS FEE","001","Administrative/Salary/Overhead Expenses","","","ORG","4072120151247608443","1016827","DC394D24AF39B4F1266",""
"C00575795","N","2015","Q2","201507159000218335","23","F3P","SB","OLDENBURG, COLIN","NEW YORK","NY","101855256","04/30/2015","2264.81","P","PAYROLL","","","","","IND","4071720151247459226","1015585","D1196",""
"C00480814","N","2015","MY","201507319000480699","21B","F3X","SB","PEGGY SHAPIRO GRAPHIC DESIGN, INC.","CHICAGO","IL","606141768","05/01/2015","600","","DESIGN SERVICES","","","","","ORG","4073120151248146497","1019546","D433873",""
"C00539866","N","2015","Q1","15951164865","17","F3","SB","NATIONAL DEMOCRATIC CLUB","WASHINGTON","DC","200034071","01/14/2015","10","P","FUNDRAISING EVENT EXPENSE","003","Solicitation and Fundraising Expenses","","","ORG","4041720151242010506","1003955","VPEEG9SFJD6",""
"C00193433","N","2015","M6","15951481974","21B","F3X","SB","STARBUCKS 745","RICHMOND","VA","23235","05/21/2015","5","","TRAVEL/ACCOMMODATION /MEALS","","","X","MEMO ENTRY","ORG","4061720151245759152","1010601","SB21B-250925-90000","SB21B-250925"
"C00273169","N","2015","Q2","201507149000117237","17","F3","SB","VERIZON","ALBANY","NY","122125124","05/28/2015","386.32","P","PHONE","001","Administrative/Salary/Overhead Expenses","","","ORG","4071520151247125780","1014374","D430667",""
"C00572859","N","2015","Q2","201507159000132187","17","F3","SB","ACTBLUE","SOMERVILLE","MA","021443132","05/17/2015","279.37","P","CREDIT CARD PROCESSING FEE","","","","","ORG","4071520151247137092","1014765","VPEBE9Z7280",""
"C00436386","N","2015","Q1","15020144247","17","F3","SB","KEEPER OF THE STATIONERY","WASHINGTON","DC","20510","02/20/2015","19","P","FLAGS","","","","","","2042920151242351544","1005990","SB0428154247190",""
"C00372532","N","2015","Q2","201507159000158672","17","F3","SB","VERIZON WIRELESS","ATLANTA","GA","303464205","05/08/2015","352.61","P","CELLULAR PHONE SERVICE","001","Administrative/Salary/Overhead Expenses","","","ORG","4071620151247282781","1015058","B-E-19335",""
"C00250399","N","2015","M3","15950875206","21B","F3X","SB","PRINCIPAL FINANCIAL GROUP","MASON CITY","IA","50401","02/13/2015","2103.34","","401K CONTRIBUTION","","","","","ORG","4031820151240825164","998075","D164703",""
"C00547570","N","2015","Q2","201507200200212604","17","F3","SB","PIRYX","SAN FRANCISCO","CA","941053716","04/23/2015","29","","TRANSACTION FEES","","","","","","2073120151248173854","1019634","SB0731152604106",""
"C00458877","N","2015","Q2","201507139000093415","17","F3","SB","THE RED DOG GRILL","OTTAWA","IL","613509705","05/29/2015","1200","P","EVENT CATERING","","","","","ORG","4071320151246985562","1013730","B7A83E92FFF8E4F5ABDD",""
"C00042366","N","2015","M4","15020158135","21B","F3X","SB","GODADDY.COM","SCOTTSDALE","AZ","85260","02/16/2015","4.99","","INTERNET AND WEBSITE SERVICES","","","X","[MEMO ITEM] MEMO ENTRY","","2050120151242388452","1006155","SB04301581357399",""
"C00422964","A","2015","Q1","15971207193","17","F3","SB","CONSTANT CONTACT","WALTHAM","MA","02451","01/02/2015","195","P","EMAIL MARKETING AND SURVEY TOOLS","","","","","ORG","4061620151245733549","1010458","SB17.66615",""
"C00573212","N","2015","Q2","201507160200196750","17","F3","SB","ACTBLUE TECHNICAL SERVICES","CAMBRIDGE","MA","021385106","05/17/2015","404.81","P","MERCHANT FEE","","","","","","2072820151247987219","1018156","SB07271567501159",""
